ID,Gender,Residence Zone,Education Level,Years of Experience,Desired Salary,Status,Age,Marital Status,Residence Distance,Job Title,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
E296,Female,Zone H,Master's Degree,Advanced,High,Offered,Middle,Divorced,Medium,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E297,Other,Zone J,PhD,Intermediate,Low,Interviewing,Old,Single,Far,Customer Care Staff,-,-,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E298,Female,Zone C,Bachelor's Degree,Advanced,Medium,Interviewing,Middle,Widowed,Medium,Manufacturing Risk Manager,Critical Thinking,-,Data Visualization,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E299,Female,Zone F,Master's Degree,Advanced,High,Offered,Middle,Divorced,Near,Supply Chain Manager,Critical Thinking,-,-,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E300,Other,Zone B,High School,Advanced,High,Interviewing,Old,Divorced,Far,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E301,Male,Zone B,Bachelor's Degree,Beginner,Medium,Offered,Old,Widowed,Far,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E302,Female,Zone E,Master's Degree,Beginner,Medium,Offered,Old,Widowed,Near,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E303,Other,Zone I,Bachelor's Degree,Advanced,High,Offered,Young,Single,Far,Manufacturing Sales Representative Staff,Critical Thinking,-,Data Visualization,-,-,-,-,-,Creativity,-
E304,Male,Zone J,High School,Advanced,Low,Offered,Middle,Single,Far,Quantity Surveyor Staff,-,-,-,Communication,-,Time Management,Team Work,-,Creativity,Leadership
E305,Other,Zone C,Bachelor's Degree,Advanced,High,Offered,Middle,Divorced,Medium,Quality Assurance Manager,Critical Thinking,-,-,Communication,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E306,Other,Zone J,High School,Beginner,High,Interviewing,Middle,Divorced,Far,Food Service Staff,-,Problem Solving,-,Communication,-,-,-,Adaptability,-,-
E307,Other,Zone I,Bachelor's Degree,Advanced,High,Interviewing,Young,Single,Far,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E308,Male,Zone B,PhD,Intermediate,High,Offered,Young,Single,Far,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E309,Other,Zone E,PhD,Intermediate,Low,Offered,Middle,Married,Near,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E310,Male,Zone D,Master's Degree,Advanced,High,Offered,Old,Widowed,Medium,Manufacturing Risk Manager,Critical Thinking,-,Data Visualization,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E311,Female,Zone F,High School,Intermediate,Medium,Offered,Young,Single,Near,Food Service Staff,-,Problem Solving,-,Communication,-,-,-,Adaptability,-,-
E312,Female,Zone D,PhD,Advanced,High,Offered,Old,Divorced,Medium,Management Accountant Manager,-,-,-,Communication,-,-,-,Adaptability,-,-
E313,Other,Zone C,PhD,Beginner,High,Offered,Young,Single,Medium,Production Planning Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,-,Creativity,Leadership
E314,Female,Zone E,Bachelor's Degree,Advanced,Medium,Interviewing,Old,Single,Near,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E315,Male,Zone I,Master's Degree,Intermediate,Low,Interviewing,Middle,Widowed,Far,Human Resources Manager,-,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,-,-,-
E316,Male,Zone B,Master's Degree,Intermediate,Low,Offered,Old,Single,Far,Manufacturing Analyst Staff,Critical Thinking,Problem Solving,Data Visualization,-,-,Time Management,Team Work,-,-,-
E317,Male,Zone F,High School,Intermediate,High,Interviewing,Old,Widowed,Near,Administrative Staff,-,-,-,Communication,Analytical Thinking,Time Management,-,-,Creativity,Leadership
E318,Male,Zone C,High School,Beginner,Medium,Offered,Middle,Widowed,Medium,Manufacturing Facilities Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,Leadership
E319,Male,Zone D,PhD,Advanced,Medium,Offered,Middle,Married,Medium,Quality Assurance Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E320,Other,Zone C,Master's Degree,Beginner,High,Offered,Middle,Divorced,Medium,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E321,Male,Zone F,Bachelor's Degree,Advanced,High,Offered,Old,Widowed,Near,Manufacturing Analyst Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,-,Leadership
E322,Male,Zone A,Master's Degree,Advanced,High,Interviewing,Young,Single,Far,Financial Analyst Manager,Critical Thinking,-,-,-,Analytical Thinking,-,-,-,Creativity,-
E323,Male,Zone H,PhD,Beginner,High,Interviewing,Middle,Divorced,Medium,Chief Marketing Officer,Critical Thinking,-,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,-
E324,Other,Zone D,PhD,Beginner,High,Offered,Middle,Divorced,Medium,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E325,Male,Zone G,Master's Degree,Beginner,High,Interviewing,Old,Widowed,Medium,Technology Analyst Staff,-,-,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E326,Male,Zone A,PhD,Beginner,High,Interviewing,Middle,Married,Far,Quality Assurance Manager,Critical Thinking,-,-,Communication,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E327,Female,Zone H,Bachelor's Degree,Beginner,Low,Interviewing,Old,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E328,Female,Zone G,Master's Degree,Advanced,Medium,Offered,Young,Married,Medium,Manufacturing Sales Representative Manager,-,-,Data Visualization,-,-,Time Management,Team Work,-,-,-
E329,Male,Zone I,Bachelor's Degree,Advanced,High,Offered,Old,Divorced,Far,Management Accountant Manager,-,-,-,Communication,-,-,-,Adaptability,-,-
E330,Female,Zone D,High School,Intermediate,Low,Interviewing,Young,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E331,Female,Zone D,PhD,Intermediate,High,Interviewing,Young,Married,Medium,Manufacturing Design Engineer Manager,-,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E332,Other,Zone J,Bachelor's Degree,Beginner,High,Interviewing,Middle,Widowed,Far,Manufacturing System Technology Staff,Critical Thinking,Problem Solving,-,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E333,Male,Zone B,High School,Intermediate,Low,Offered,Middle,Single,Far,Manufacturing Facilities Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,Leadership
E334,Male,Zone C,High School,Advanced,High,Offered,Middle,Divorced,Medium,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E335,Other,Zone J,Master's Degree,Advanced,High,Interviewing,Young,Single,Far,Manufacturing Design Engineer Manager,-,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E336,Other,Zone A,PhD,Beginner,Medium,Offered,Young,Single,Far,Quality Assurance Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E337,Female,Zone E,Master's Degree,Beginner,Medium,Interviewing,Old,Divorced,Near,Human Resources Manager,-,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,-,-,-
E338,Female,Zone G,High School,Advanced,High,Offered,Young,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E339,Male,Zone A,Master's Degree,Advanced,High,Offered,Young,Married,Far,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E340,Female,Zone A,Master's Degree,Intermediate,Low,Interviewing,Old,Married,Far,Research and Development Enginner Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,Creativity,-
E341,Male,Zone C,High School,Advanced,Low,Interviewing,Young,Married,Medium,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E342,Female,Zone F,Master's Degree,Advanced,High,Offered,Old,Divorced,Near,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E343,Other,Zone C,PhD,Beginner,High,Interviewing,Middle,Widowed,Medium,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E344,Other,Zone D,Master's Degree,Advanced,High,Interviewing,Middle,Married,Medium,Administrative Manager,Critical Thinking,Problem Solving,-,Communication,-,Time Management,Team Work,Adaptability,Creativity,Leadership
E345,Female,Zone F,Master's Degree,Advanced,Low,Offered,Old,Married,Near,Public Relations Manager,Critical Thinking,-,Data Visualization,-,-,-,-,Adaptability,-,Leadership
E346,Male,Zone G,High School,Beginner,High,Offered,Middle,Divorced,Medium,Technology Staff,Critical Thinking,Problem Solving,-,-,-,Time Management,Team Work,Adaptability,-,Leadership
E347,Male,Zone D,High School,Beginner,Medium,Offered,Middle,Married,Medium,Financial Analyst Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,Team Work,-,-,Leadership
E348,Female,Zone A,PhD,Advanced,High,Offered,Middle,Divorced,Far,Chief Strategy Officer,-,-,-,-,-,-,-,Adaptability,Creativity,Leadership
E349,Other,Zone C,PhD,Intermediate,High,Offered,Old,Widowed,Medium,Manufacturing Facilities Manager,-,Problem Solving,-,Communication,Analytical Thinking,Time Management,-,-,-,Leadership
E350,Other,Zone G,Bachelor's Degree,Advanced,Low,Offered,Middle,Married,Medium,Manufacturing Sales Representative Staff,Critical Thinking,-,Data Visualization,-,-,-,-,-,Creativity,-
E351,Female,Zone C,Master's Degree,Intermediate,Low,Offered,Old,Widowed,Medium,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E352,Female,Zone D,PhD,Intermediate,Low,Offered,Young,Single,Medium,Manufacturing Design Engineer Manager,-,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E353,Female,Zone G,PhD,Advanced,High,Offered,Middle,Widowed,Medium,Manufacturing Facilities Manager,-,Problem Solving,-,Communication,Analytical Thinking,Time Management,-,-,-,Leadership
E354,Other,Zone J,PhD,Intermediate,High,Offered,Middle,Divorced,Far,Quantity Surveyor Staff,-,-,-,Communication,-,Time Management,Team Work,-,Creativity,Leadership
E355,Female,Zone H,High School,Intermediate,Low,Offered,Middle,Single,Medium,Customer Care Staff,-,-,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E356,Male,Zone G,Master's Degree,Advanced,Low,Offered,Old,Married,Medium,HSE Analyst Manager,Critical Thinking,-,Data Visualization,-,-,Time Management,-,Adaptability,Creativity,Leadership
E357,Female,Zone H,High School,Advanced,Low,Interviewing,Middle,Single,Medium,Management Accountant Staff,-,-,Data Visualization,Communication,-,-,-,Adaptability,Creativity,-
E358,Other,Zone F,PhD,Advanced,Medium,Interviewing,Old,Married,Near,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E359,Other,Zone D,Bachelor's Degree,Advanced,High,Interviewing,Old,Widowed,Medium,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E360,Female,Zone J,Master's Degree,Beginner,Low,Offered,Young,Single,Far,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E361,Other,Zone H,Master's Degree,Beginner,Low,Offered,Old,Married,Medium,Manufacturing Company Secretary,-,-,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,-,-,-
E362,Male,Zone F,High School,Beginner,Medium,Interviewing,Middle,Married,Near,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E363,Other,Zone B,High School,Intermediate,Low,Offered,Old,Married,Far,Maintenance Technician Staff,-,-,-,-,Analytical Thinking,Time Management,-,-,-,-
E364,Female,Zone A,Bachelor's Degree,Intermediate,High,Offered,Middle,Divorced,Far,Manufacturing Accountant Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E365,Male,Zone G,PhD,Intermediate,Low,Offered,Middle,Single,Medium,Chief Operating Officer,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,-
E366,Other,Zone J,High School,Advanced,Low,Offered,Young,Single,Far,Supply Chain Staff,-,Problem Solving,-,-,-,Time Management,-,Adaptability,-,-
E367,Other,Zone B,PhD,Advanced,High,Offered,Young,Single,Far,Quality Control Manager,-,Problem Solving,-,-,Analytical Thinking,Time Management,-,Adaptability,Creativity,Leadership
E368,Male,Zone C,Master's Degree,Beginner,Low,Offered,Middle,Single,Medium,Manufacturing Analyst Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,-,Leadership
E369,Male,Zone D,High School,Intermediate,Medium,Offered,Middle,Widowed,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E370,Male,Zone D,Master's Degree,Beginner,High,Offered,Middle,Widowed,Medium,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E371,Other,Zone J,PhD,Beginner,High,Interviewing,Middle,Widowed,Far,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E372,Male,Zone F,Master's Degree,Beginner,Low,Offered,Old,Widowed,Near,Manufacturing Risk Staff,Critical Thinking,-,Data Visualization,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E373,Male,Zone E,Bachelor's Degree,Advanced,Medium,Interviewing,Middle,Widowed,Near,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E374,Other,Zone E,PhD,Beginner,Low,Interviewing,Middle,Single,Near,Production Planning Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,-,Creativity,Leadership
E375,Other,Zone A,Bachelor's Degree,Advanced,Low,Offered,Old,Single,Far,Research and Development Enginner Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,Creativity,-
E376,Male,Zone C,High School,Advanced,High,Offered,Middle,Widowed,Medium,Financial Analyst Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,Team Work,-,-,Leadership
E377,Female,Zone F,High School,Advanced,High,Offered,Middle,Divorced,Near,Digital Advertising Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,-,-,-,-,-
E378,Male,Zone F,PhD,Advanced,Low,Offered,Middle,Single,Near,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E379,Other,Zone I,Bachelor's Degree,Advanced,Medium,Interviewing,Young,Single,Far,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E380,Female,Zone I,Bachelor's Degree,Intermediate,High,Offered,Middle,Divorced,Far,Customer Care Staff,-,-,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E381,Male,Zone G,PhD,Beginner,Low,Offered,Old,Married,Medium,Public Relations Enginner Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,-,Adaptability,Creativity,-
E382,Female,Zone C,Master's Degree,Advanced,Low,Offered,Old,Single,Medium,Quality Control Staff,-,Problem Solving,Data Visualization,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E383,Female,Zone F,Bachelor's Degree,Advanced,Low,Interviewing,Middle,Single,Near,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E384,Female,Zone I,Bachelor's Degree,Advanced,Low,Offered,Young,Married,Far,Research and Development Enginner Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,Creativity,-
E385,Female,Zone E,PhD,Beginner,Low,Interviewing,Middle,Widowed,Near,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E386,Male,Zone I,PhD,Advanced,High,Offered,Young,Single,Far,Chief Technology Officer,Critical Thinking,-,Data Visualization,-,-,Time Management,-,-,Creativity,Leadership
E387,Female,Zone I,Master's Degree,Beginner,High,Offered,Old,Divorced,Far,Customer Care Manager,Critical Thinking,Problem Solving,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E388,Female,Zone D,Master's Degree,Intermediate,Low,Offered,Young,Single,Medium,Manufacturing Analyst Staff,Critical Thinking,Problem Solving,Data Visualization,-,-,Time Management,Team Work,-,-,-
E389,Male,Zone F,Bachelor's Degree,Intermediate,High,Offered,Old,Divorced,Near,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E390,Male,Zone G,Master's Degree,Advanced,Low,Interviewing,Old,Single,Medium,Manufacturing Sales Representative Manager,-,-,Data Visualization,-,-,Time Management,Team Work,-,-,-
E391,Female,Zone H,Bachelor's Degree,Intermediate,Medium,Interviewing,Old,Married,Medium,Technology Analyst Manager,-,-,Data Visualization,-,Analytical Thinking,Time Management,-,Adaptability,Creativity,Leadership
E392,Female,Zone B,High School,Advanced,High,Offered,Middle,Widowed,Far,Procurement Material Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E393,Male,Zone J,PhD,Advanced,High,Offered,Old,Widowed,Far,Chief Technology Officer,Critical Thinking,-,Data Visualization,-,-,Time Management,-,-,Creativity,Leadership
E394,Other,Zone H,PhD,Intermediate,Low,Interviewing,Middle,Single,Medium,Customer Care Staff,-,-,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E395,Male,Zone A,Bachelor's Degree,Advanced,Medium,Offered,Middle,Divorced,Far,Administrative Manager,Critical Thinking,Problem Solving,-,Communication,-,Time Management,Team Work,Adaptability,Creativity,Leadership
E396,Male,Zone E,PhD,Beginner,Low,Offered,Young,Single,Near,Production Planning Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,-,Creativity,Leadership
E397,Female,Zone G,PhD,Advanced,Medium,Offered,Middle,Single,Medium,Maintenance Technician Manager,-,Problem Solving,Data Visualization,Communication,-,-,-,Adaptability,-,-
E398,Other,Zone D,PhD,Beginner,Low,Interviewing,Old,Single,Medium,Manufacturing Sales Representative Staff,Critical Thinking,-,Data Visualization,-,-,-,-,-,Creativity,-
E399,Other,Zone B,Bachelor's Degree,Advanced,High,Interviewing,Young,Single,Far,Manufacturing Risk Staff,Critical Thinking,-,Data Visualization,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E400,Female,Zone B,Bachelor's Degree,Advanced,Low,Offered,Old,Single,Far,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E401,Other,Zone I,High School,Intermediate,Low,Offered,Young,Single,Far,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E402,Other,Zone F,Master's Degree,Beginner,Medium,Offered,Middle,Widowed,Near,Technology Analyst Manager,-,-,Data Visualization,-,Analytical Thinking,Time Management,-,Adaptability,Creativity,Leadership
E403,Male,Zone I,Master's Degree,Intermediate,Medium,Interviewing,Middle,Married,Far,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E404,Female,Zone G,High School,Advanced,High,Interviewing,Old,Divorced,Medium,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E405,Female,Zone A,Master's Degree,Intermediate,Low,Interviewing,Young,Single,Far,Technology Manager,-,-,-,-,-,Time Management,-,Adaptability,-,Leadership
E406,Other,Zone C,PhD,Advanced,Medium,Offered,Middle,Married,Medium,Financial Analyst Manager,Critical Thinking,-,-,-,Analytical Thinking,-,-,-,Creativity,-
E407,Female,Zone C,High School,Intermediate,Medium,Interviewing,Young,Married,Medium,Manufacturing Accountant Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E408,Male,Zone D,Bachelor's Degree,Advanced,High,Offered,Young,Single,Medium,Financial Analyst Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,Team Work,-,-,Leadership
E409,Female,Zone C,PhD,Beginner,Medium,Offered,Old,Single,Medium,HSE Engineer Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E410,Male,Zone I,PhD,Advanced,Low,Offered,Young,Single,Far,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E411,Other,Zone I,High School,Advanced,Medium,Offered,Middle,Married,Far,Manufacturing System Technology Staff,Critical Thinking,Problem Solving,-,-,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E412,Female,Zone I,Bachelor's Degree,Advanced,Medium,Interviewing,Young,Single,Far,Procurement Material Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,-,Adaptability,Creativity,-
E413,Other,Zone B,PhD,Advanced,Medium,Interviewing,Old,Divorced,Far,Chief Technology Officer,Critical Thinking,-,Data Visualization,-,-,Time Management,-,-,Creativity,Leadership
E414,Male,Zone A,Bachelor's Degree,Advanced,High,Offered,Middle,Divorced,Far,Manufacturing Design Engineer Staff,-,-,Data Visualization,-,-,-,Team Work,-,-,-
E415,Other,Zone A,Bachelor's Degree,Advanced,High,Interviewing,Middle,Divorced,Far,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E416,Female,Zone A,Master's Degree,Advanced,High,Interviewing,Middle,Widowed,Far,Technology Analyst Manager,-,-,Data Visualization,-,Analytical Thinking,Time Management,-,Adaptability,Creativity,Leadership
E417,Female,Zone H,High School,Advanced,High,Interviewing,Young,Single,Medium,Financial Analyst Staff,Critical Thinking,-,Data Visualization,-,-,Time Management,Team Work,-,-,Leadership
E418,Other,Zone J,Master's Degree,Advanced,High,Offered,Old,Widowed,Far,Manufacturing Accountant Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,Time Management,-,Adaptability,-,Leadership
E419,Other,Zone A,Bachelor's Degree,Advanced,Medium,Offered,Middle,Widowed,Far,Public Relations Manager,Critical Thinking,-,Data Visualization,-,-,-,-,Adaptability,-,Leadership
E420,Male,Zone J,Bachelor's Degree,Beginner,High,Interviewing,Young,Single,Far,Manufacturing Sales Representative Staff,Critical Thinking,-,Data Visualization,-,-,-,-,-,Creativity,-
E421,Male,Zone H,High School,Advanced,High,Interviewing,Old,Divorced,Medium,Manufacturing Sales Representative Staff,Critical Thinking,-,Data Visualization,-,-,-,-,-,Creativity,-
E422,Other,Zone A,PhD,Intermediate,Medium,Interviewing,Middle,Married,Far,Chief Executive Officer,Critical Thinking,-,-,Communication,Analytical Thinking,-,-,-,-,Leadership
E423,Other,Zone B,High School,Advanced,Medium,Interviewing,Old,Married,Far,Maintenance Technician Staff,-,-,-,-,Analytical Thinking,Time Management,-,-,-,-
E424,Other,Zone H,PhD,Advanced,High,Interviewing,Old,Widowed,Medium,Chief Executive Officer,Critical Thinking,-,-,Communication,Analytical Thinking,-,-,-,-,Leadership
E425,Male,Zone J,PhD,Advanced,Medium,Offered,Old,Widowed,Far,Chief Technology Officer,Critical Thinking,-,Data Visualization,-,-,Time Management,-,-,Creativity,Leadership
E426,Female,Zone J,Master's Degree,Advanced,Medium,Offered,Young,Single,Far,HSE Engineer Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E427,Female,Zone J,PhD,Advanced,High,Interviewing,Middle,Divorced,Far,Manufacturing Techinical Manager,-,-,Data Visualization,Communication,-,Time Management,Team Work,Adaptability,Creativity,-
E428,Other,Zone I,PhD,Advanced,Low,Interviewing,Young,Single,Far,HSE Engineer Manager,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,Adaptability,-,-
E429,Other,Zone B,PhD,Advanced,Low,Offered,Middle,Married,Far,Customer Care Manager,Critical Thinking,Problem Solving,Data Visualization,Communication,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E430,Male,Zone E,PhD,Intermediate,Low,Interviewing,Young,Married,Near,Production Planning Manager,-,Problem Solving,Data Visualization,-,-,Time Management,-,-,-,Leadership
E431,Male,Zone H,Bachelor's Degree,Advanced,Low,Offered,Middle,Single,Medium,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E432,Other,Zone J,Master's Degree,Beginner,Low,Interviewing,Middle,Single,Far,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E433,Female,Zone J,High School,Advanced,Medium,Interviewing,Young,Single,Far,Manufacturing Techinical Staff,-,-,-,Communication,-,Time Management,Team Work,-,-,Leadership
E434,Female,Zone E,Bachelor's Degree,Beginner,High,Offered,Young,Married,Near,HSE Engineer Staff,-,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,Creativity,Leadership
E435,Female,Zone E,High School,Advanced,High,Offered,Middle,Widowed,Near,Maintenance Technician Staff,-,-,-,-,Analytical Thinking,Time Management,-,-,-,-
E436,Female,Zone I,Bachelor's Degree,Advanced,Low,Interviewing,Old,Widowed,Far,Manufacturing Sales Representative Manager,-,-,Data Visualization,-,-,Time Management,Team Work,-,-,-
E437,Male,Zone G,High School,Intermediate,High,Interviewing,Middle,Divorced,Medium,Manufacturing Enginner Staff,Critical Thinking,Problem Solving,Data Visualization,-,Analytical Thinking,-,Team Work,Adaptability,-,Leadership
E438,Female,Zone C,Bachelor's Degree,Advanced,Medium,Offered,Young,Single,Medium,Manufacturing Sales Representative Staff,Critical Thinking,-,Data Visualization,-,-,-,-,-,Creativity,-
E439,Other,Zone J,PhD,Advanced,Low,Interviewing,Old,Single,Far,Research and Development Enginner Staff,Critical Thinking,Problem Solving,-,Communication,Analytical Thinking,Time Management,Team Work,-,Creativity,-
E440,Other,Zone G,High School,Beginner,Medium,Offered,Young,Single,Medium,Digital Advertising Staff,Critical Thinking,Problem Solving,Data Visualization,Communication,-,-,-,-,-,-
E441,Female,Zone C,Master's Degree,Advanced,High,Interviewing,Old,Divorced,Medium,Human Resources Manager,-,Problem Solving,-,Communication,Analytical Thinking,-,Team Work,-,-,-
